,Unnamed: 0,Unnamed: 1,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
373,Early ideasfor css-logical-props,border-block-start-width,No,No,41.0[g 56],No,No,No
374,Early ideasfor css-logical-props,border-block-end-width,No,No,41.0[g 56],No,No,No
375,Early ideasfor css-logical-props,border-inline-start-width,No,No,41.0[g 56],No,No,No
376,Early ideasfor css-logical-props,border-inline-end-width,No,No,41.0[g 56],No,No,No
377,Early ideasfor css-logical-props,border-block-start-style,No,No,41.0[g 56],No,No,No
378,Early ideasfor css-logical-props,border-block-end-style,No,No,41.0[g 56],No,No,No
379,Early ideasfor css-logical-props,border-inline-start-style,No,No,41.0[g 56],No,No,No
380,Early ideasfor css-logical-props,border-inline-end-style,No,No,41.0[g 56],No,No,No
381,Early ideasfor css-logical-props,border-block-start-color,No,No,41.0[g 56],No,No,No
382,Early ideasfor css-logical-props,border-block-end-color,No,No,41.0[g 56],No,No,No
383,Early ideasfor css-logical-props,border-inline-start-color,No,No,41.0[g 56],No,No,No
384,Early ideasfor css-logical-props,border-inline-end-color,No,No,41.0[g 56],No,No,No
385,Early ideasfor css-logical-props,border-block-start,No,No,41.0[g 56],No,No,No
386,Early ideasfor css-logical-props,border-block-end,No,No,41.0[g 56],No,No,No
387,Early ideasfor css-logical-props,border-inline-start,No,No,41.0[g 56],No,No,No
388,Early ideasfor css-logical-props,border-inline-end,No,No,41.0[g 56],No,No,No
389,Early ideasfor css-logical-props,background-image-transform,No,No,No,No,No,No
390,Early ideasfor css-logical-props,border-image-transform,No,No,No,No,No,No
391,Will Change,Will Change,Will Change,Will Change,Will Change,Will Change,Will Change,Will Change
392,css-will-change-1,will-change,No,No,36.0,No,No,No
393,CSSOM View,CSSOM View,CSSOM View,CSSOM View,CSSOM View,CSSOM View,CSSOM View,CSSOM View
394,cssom-view,scroll-behavior (optional[2]),No,No,36.0,No,No,No
395,Scroll Snap Points,Scroll Snap Points,Scroll Snap Points,Scroll Snap Points,Scroll Snap Points,Scroll Snap Points,Scroll Snap Points,Scroll Snap Points
396,Early ideasfor css-snappoints,scroll-snap-type,10.0,12,39.0[g 57],No,No,No
397,Early ideasfor css-snappoints,scroll-snap-points-x,10.0,12,39.0[g 57],No,No,No
398,Early ideasfor css-snappoints,scroll-snap-points-y,10.0,12,39.0[g 57],No,No,No
399,Early ideasfor css-snappoints,scroll-snap-destination,10.0,12,39.0[g 57],No,No,No
400,Early ideasfor css-snappoints,scroll-snap-coordinate,10.0,12,39.0[g 57],No,No,No
401,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
